fold,repeat,subject,subject_id,split
3,1,153,Peking-1628610,fit
3,1,53,Peking-7135128,fit
3,1,133,Peking-4075719,fit
3,1,119,Peking-2984158,fit
3,1,71,Peking-3233028,fit
3,1,56,Peking-4475709,fit
3,1,108,Peking-3803759,fit
3,1,126,Peking-4055710,fit
3,1,176,Peking-9578631,fit
3,1,129,Peking-1094669,fit
3,1,99,Peking-4048810,fit
3,1,162,Peking-1050975,fit
3,1,177,Peking-3610134,fit
3,1,59,Peking-1258069,fit
3,1,149,Peking-3562883,fit
3,1,168,Peking-2498847,fit
3,1,12,Peking-3212536,fit
3,1,134,Peking-3993793,fit
3,1,30,Peking-6187322,fit
3,1,24,Peking-2427408,fit
3,1,61,Peking-3976121,fit
3,1,148,Peking-3856956,fit
3,1,75,Peking-8328877,fit
3,1,165,Peking-7689953,fit
3,1,93,Peking-2780647,fit
3,1,39,Peking-1947991,fit
3,1,91,Peking-4136226,fit
3,1,5,Peking-1186237,fit
3,1,152,Peking-2296326,fit
3,1,50,Peking-8838009,fit
3,1,8,Peking-4028266,fit
3,1,66,Peking-3262042,fit
3,1,160,Peking-2884672,fit
3,1,47,Peking-1912810,fit
3,1,89,Peking-2228148,fit
3,1,57,Peking-1408093,fit
3,1,131,Peking-1875013,fit
3,1,107,Peking-2493190,fit
3,1,44,Peking-1875711,fit
3,1,6,Peking-3269608,fit
3,1,72,Peking-3739175,fit
3,1,20,Peking-1469171,fit
3,1,15,Peking-2697768,fit
3,1,55,Peking-4921428,fit
3,1,45,Peking-1879542,fit
3,1,42,Peking-3554582,fit
3,1,157,Peking-1643780,fit
3,1,114,Peking-8191384,fit
3,1,144,Peking-1562298,fit
3,1,76,Peking-9221927,fit
3,1,18,Peking-2408774,fit
3,1,130,Peking-1117299,fit
3,1,156,Peking-3910672,fit
3,1,49,Peking-9887336,fit
3,1,135,Peking-3691107,fit
3,1,103,Peking-1662160,fit
3,1,58,Peking-3672854,fit
3,1,37,Peking-1282248,fit
3,1,95,Peking-3930512,fit
3,1,136,Peking-2207418,fit
3,1,62,Peking-3732101,fit
3,1,22,Peking-7390867,fit
3,1,1,Peking-3587000,fit
3,1,179,Peking-3827352,fit
3,1,10,Peking-3086074,fit
3,1,146,Peking-3248920,fit
3,1,88,Peking-3291029,fit
3,1,46,Peking-9093997,fit
3,1,96,Peking-1132854,fit
3,1,70,Peking-2714224,fit
3,1,118,Peking-7994085,fit
3,1,28,Peking-3889095,fit
3,1,125,Peking-8278680,fit
3,1,27,Peking-1561488,fit
3,1,29,Peking-2249443,fit
3,1,65,Peking-2703336,fit
3,1,101,Peking-1411536,fit
3,1,90,Peking-3672300,fit
3,1,40,Peking-2833684,fit
3,1,3,Peking-2081754,fit
3,1,140,Peking-2141250,fit
3,1,141,Peking-2919220,fit
3,1,163,Peking-3308331,fit
3,1,31,Peking-2910270,fit
3,1,104,Peking-1843546,fit
3,1,26,Peking-2535087,fit
3,1,150,Peking-4225073,fit
3,1,132,Peking-4053388,fit
3,1,116,Peking-2907951,fit
3,1,111,Peking-2268253,fit
3,1,84,Peking-2276801,fit
3,1,35,Peking-3967265,fit
3,1,105,Peking-1404738,fit
3,1,139,Peking-2310449,fit
3,1,78,Peking-1391181,fit
3,1,11,Peking-3983607,fit
3,1,167,Peking-2377207,fit
3,1,161,Peking-3194757,fit
3,1,52,Peking-5193577,fit
3,1,83,Peking-2940712,fit
3,1,121,Peking-2737106,fit
3,1,41,Peking-4095748,fit
3,1,48,Peking-3306863,fit
3,1,124,Peking-4221029,fit
3,1,25,Peking-4091983,fit
3,1,180,Peking-3205761,fit
3,1,16,Peking-2106109,fit
3,1,100,Peking-4006710,fit
3,1,122,Peking-7253183,fit
3,1,9,Peking-1686092,fit
3,1,181,Peking-3994098,fit
3,1,97,Peking-6383713,fit
3,1,13,Peking-1056121,fit
3,1,159,Peking-4073815,fit
3,1,73,Peking-1139030,fit
3,1,0,Peking-2196753,fit
3,1,138,Peking-3494778,fit
3,1,74,Peking-3593327,fit
3,1,155,Peking-1093743,fit
3,1,110,Peking-3385520,fit
3,1,127,Peking-1494102,fit
3,1,117,Peking-3277313,fit
3,1,63,Peking-3390312,fit
3,1,178,Peking-2529026,fit
3,1,143,Peking-2033178,fit
3,1,81,Peking-3870624,fit
3,1,171,Peking-2031422,fit
3,1,86,Peking-1399863,fit
3,1,112,Peking-1050345,fit
3,1,85,Peking-6477085,fit
3,1,142,Peking-5993008,fit
3,1,69,Peking-2897046,fit
3,1,17,Peking-4383707,fit
3,1,60,Peking-7093319,fit
3,1,51,Peking-4256491,fit
3,1,182,Peking-4265987,fit
3,1,23,Peking-3809753,fit
3,1,14,Peking-4053836,fit
3,1,79,Peking-3004580,fit
3,1,154,Peking-1860323,inner_val
3,1,169,Peking-2140063,inner_val
3,1,175,Peking-9002207,inner_val
3,1,34,Peking-9890726,inner_val
3,1,102,Peking-1771270,inner_val
3,1,67,Peking-1689948,inner_val
3,1,19,Peking-1240299,inner_val
3,1,36,Peking-2538839,inner_val
3,1,92,Peking-5575344,inner_val
3,1,147,Peking-7407032,inner_val
3,1,145,Peking-3446674,inner_val
3,1,137,Peking-1341865,inner_val
3,1,38,Peking-9783279,inner_val
3,1,87,Peking-3224401,inner_val
3,1,94,Peking-3712305,inner_val
3,1,54,Peking-2240562,inner_val
3,1,21,Peking-9210521,inner_val
3,1,128,Peking-2950754,inner_val
3,1,80,Peking-2208591,inner_val
3,1,158,Peking-1809715,inner_val
3,1,4,Peking-3239413,inner_val
3,1,151,Peking-6500128,inner_val
3,1,109,Peking-1794770,inner_val
3,1,2,Peking-1113498,inner_val
3,1,113,Peking-3624598,inner_val
3,1,7,Peking-1133221,outer_val
3,1,32,Peking-3707771,outer_val
3,1,33,Peking-2266806,outer_val
3,1,43,Peking-5150328,outer_val
3,1,64,Peking-1302449,outer_val
3,1,68,Peking-5600820,outer_val
3,1,77,Peking-2123983,outer_val
3,1,82,Peking-2524687,outer_val
3,1,98,Peking-1356553,outer_val
3,1,106,Peking-5669389,outer_val
3,1,115,Peking-3473830,outer_val
3,1,120,Peking-4241194,outer_val
3,1,123,Peking-3157406,outer_val
3,1,164,Peking-2559537,outer_val
3,1,166,Peking-3561920,outer_val
3,1,170,Peking-2659769,outer_val
3,1,172,Peking-1177160,outer_val
3,1,173,Peking-1159908,outer_val
3,1,174,Peking-2601519,outer_val
4,1,22,Peking-7390867,fit
4,1,15,Peking-2697768,fit
4,1,105,Peking-1404738,fit
4,1,62,Peking-3732101,fit
4,1,138,Peking-3494778,fit
4,1,177,Peking-3610134,fit
4,1,108,Peking-3803759,fit
4,1,74,Peking-3593327,fit
4,1,154,Peking-1860323,fit
4,1,168,Peking-2498847,fit
4,1,150,Peking-4225073,fit
4,1,68,Peking-5600820,fit
4,1,122,Peking-7253183,fit
4,1,120,Peking-4241194,fit
4,1,7,Peking-1133221,fit
4,1,9,Peking-1686092,fit
4,1,109,Peking-1794770,fit
4,1,161,Peking-3194757,fit
4,1,58,Peking-3672854,fit
4,1,179,Peking-3827352,fit
4,1,111,Peking-2268253,fit
4,1,48,Peking-3306863,fit
4,1,1,Peking-3587000,fit
4,1,97,Peking-6383713,fit
4,1,89,Peking-2228148,fit
4,1,20,Peking-1469171,fit
4,1,50,Peking-8838009,fit
4,1,53,Peking-7135128,fit
4,1,131,Peking-1875013,fit
4,1,44,Peking-1875711,fit
4,1,69,Peking-2897046,fit
4,1,88,Peking-3291029,fit
4,1,171,Peking-2031422,fit
4,1,133,Peking-4075719,fit
4,1,59,Peking-1258069,fit
4,1,45,Peking-1879542,fit
4,1,84,Peking-2276801,fit
4,1,37,Peking-1282248,fit
4,1,66,Peking-3262042,fit
4,1,6,Peking-3269608,fit
4,1,119,Peking-2984158,fit
4,1,36,Peking-2538839,fit
4,1,90,Peking-3672300,fit
4,1,81,Peking-3870624,fit
4,1,100,Peking-4006710,fit
4,1,123,Peking-3157406,fit
4,1,0,Peking-2196753,fit
4,1,170,Peking-2659769,fit
4,1,13,Peking-1056121,fit
4,1,27,Peking-1561488,fit
4,1,92,Peking-5575344,fit
4,1,2,Peking-1113498,fit
4,1,144,Peking-1562298,fit
4,1,124,Peking-4221029,fit
4,1,155,Peking-1093743,fit
4,1,71,Peking-3233028,fit
4,1,159,Peking-4073815,fit
4,1,63,Peking-3390312,fit
4,1,73,Peking-1139030,fit
4,1,163,Peking-3308331,fit
4,1,113,Peking-3624598,fit
4,1,115,Peking-3473830,fit
4,1,181,Peking-3994098,fit
4,1,104,Peking-1843546,fit
4,1,41,Peking-4095748,fit
4,1,39,Peking-1947991,fit
4,1,40,Peking-2833684,fit
4,1,12,Peking-3212536,fit
4,1,33,Peking-2266806,fit
4,1,3,Peking-2081754,fit
4,1,60,Peking-7093319,fit
4,1,182,Peking-4265987,fit
4,1,121,Peking-2737106,fit
4,1,149,Peking-3562883,fit
4,1,141,Peking-2919220,fit
4,1,165,Peking-7689953,fit
4,1,54,Peking-2240562,fit
4,1,35,Peking-3967265,fit
4,1,34,Peking-9890726,fit
4,1,176,Peking-9578631,fit
4,1,118,Peking-7994085,fit
4,1,25,Peking-4091983,fit
4,1,96,Peking-1132854,fit
4,1,169,Peking-2140063,fit
4,1,157,Peking-1643780,fit
4,1,116,Peking-2907951,fit
4,1,134,Peking-3993793,fit
4,1,174,Peking-2601519,fit
4,1,64,Peking-1302449,fit
4,1,61,Peking-3976121,fit
4,1,43,Peking-5150328,fit
4,1,126,Peking-4055710,fit
4,1,135,Peking-3691107,fit
4,1,17,Peking-4383707,fit
4,1,5,Peking-1186237,fit
4,1,164,Peking-2559537,fit
4,1,125,Peking-8278680,fit
4,1,29,Peking-2249443,fit
4,1,8,Peking-4028266,fit
4,1,67,Peking-1689948,fit
4,1,180,Peking-3205761,fit
4,1,139,Peking-2310449,fit
4,1,10,Peking-3086074,fit
4,1,75,Peking-8328877,fit
4,1,38,Peking-9783279,fit
4,1,32,Peking-3707771,fit
4,1,95,Peking-3930512,fit
4,1,42,Peking-3554582,fit
4,1,146,Peking-3248920,fit
4,1,19,Peking-1240299,fit
4,1,23,Peking-3809753,fit
4,1,175,Peking-9002207,fit
4,1,47,Peking-1912810,fit
4,1,98,Peking-1356553,fit
4,1,28,Peking-3889095,fit
4,1,162,Peking-1050975,fit
4,1,80,Peking-2208591,fit
4,1,101,Peking-1411536,fit
4,1,57,Peking-1408093,fit
4,1,145,Peking-3446674,fit
4,1,86,Peking-1399863,fit
4,1,172,Peking-1177160,fit
4,1,128,Peking-2950754,fit
4,1,94,Peking-3712305,fit
4,1,147,Peking-7407032,fit
4,1,151,Peking-6500128,fit
4,1,65,Peking-2703336,fit
4,1,143,Peking-2033178,fit
4,1,76,Peking-9221927,fit
4,1,87,Peking-3224401,fit
4,1,132,Peking-4053388,fit
4,1,83,Peking-2940712,fit
4,1,106,Peking-5669389,fit
4,1,178,Peking-2529026,fit
4,1,14,Peking-4053836,fit
4,1,77,Peking-2123983,fit
4,1,18,Peking-2408774,fit
4,1,114,Peking-8191384,fit
4,1,85,Peking-6477085,fit
4,1,166,Peking-3561920,fit
4,1,79,Peking-3004580,inner_val
4,1,173,Peking-1159908,inner_val
4,1,49,Peking-9887336,inner_val
4,1,21,Peking-9210521,inner_val
4,1,129,Peking-1094669,inner_val
4,1,4,Peking-3239413,inner_val
4,1,51,Peking-4256491,inner_val
4,1,91,Peking-4136226,inner_val
4,1,107,Peking-2493190,inner_val
4,1,26,Peking-2535087,inner_val
4,1,153,Peking-1628610,inner_val
4,1,82,Peking-2524687,inner_val
4,1,117,Peking-3277313,inner_val
4,1,55,Peking-4921428,inner_val
4,1,112,Peking-1050345,inner_val
4,1,156,Peking-3910672,inner_val
4,1,160,Peking-2884672,inner_val
4,1,152,Peking-2296326,inner_val
4,1,137,Peking-1341865,inner_val
4,1,70,Peking-2714224,inner_val
4,1,24,Peking-2427408,inner_val
4,1,148,Peking-3856956,inner_val
4,1,127,Peking-1494102,inner_val
4,1,52,Peking-5193577,inner_val
4,1,99,Peking-4048810,inner_val
4,1,11,Peking-3983607,outer_val
4,1,16,Peking-2106109,outer_val
4,1,30,Peking-6187322,outer_val
4,1,31,Peking-2910270,outer_val
4,1,46,Peking-9093997,outer_val
4,1,56,Peking-4475709,outer_val
4,1,72,Peking-3739175,outer_val
4,1,78,Peking-1391181,outer_val
4,1,93,Peking-2780647,outer_val
4,1,102,Peking-1771270,outer_val
4,1,103,Peking-1662160,outer_val
4,1,110,Peking-3385520,outer_val
4,1,130,Peking-1117299,outer_val
4,1,136,Peking-2207418,outer_val
4,1,140,Peking-2141250,outer_val
4,1,142,Peking-5993008,outer_val
4,1,158,Peking-1809715,outer_val
4,1,167,Peking-2377207,outer_val
5,1,109,Peking-1794770,fit
5,1,100,Peking-4006710,fit
5,1,24,Peking-2427408,fit
5,1,26,Peking-2535087,fit
5,1,23,Peking-3809753,fit
5,1,1,Peking-3587000,fit
5,1,42,Peking-3554582,fit
5,1,175,Peking-9002207,fit
5,1,53,Peking-7135128,fit
5,1,5,Peking-1186237,fit
5,1,77,Peking-2123983,fit
5,1,31,Peking-2910270,fit
5,1,32,Peking-3707771,fit
5,1,105,Peking-1404738,fit
5,1,61,Peking-3976121,fit
5,1,71,Peking-3233028,fit
5,1,0,Peking-2196753,fit
5,1,135,Peking-3691107,fit
5,1,65,Peking-2703336,fit
5,1,133,Peking-4075719,fit
5,1,97,Peking-6383713,fit
5,1,72,Peking-3739175,fit
5,1,149,Peking-3562883,fit
5,1,17,Peking-4383707,fit
5,1,35,Peking-3967265,fit
5,1,67,Peking-1689948,fit
5,1,106,Peking-5669389,fit
5,1,150,Peking-4225073,fit
5,1,90,Peking-3672300,fit
5,1,156,Peking-3910672,fit
5,1,91,Peking-4136226,fit
5,1,158,Peking-1809715,fit
5,1,180,Peking-3205761,fit
5,1,25,Peking-4091983,fit
5,1,46,Peking-9093997,fit
5,1,69,Peking-2897046,fit
5,1,144,Peking-1562298,fit
5,1,58,Peking-3672854,fit
5,1,146,Peking-3248920,fit
5,1,145,Peking-3446674,fit
5,1,165,Peking-7689953,fit
5,1,148,Peking-3856956,fit
5,1,127,Peking-1494102,fit
5,1,87,Peking-3224401,fit
5,1,154,Peking-1860323,fit
5,1,15,Peking-2697768,fit
5,1,117,Peking-3277313,fit
5,1,13,Peking-1056121,fit
5,1,18,Peking-2408774,fit
5,1,82,Peking-2524687,fit
5,1,171,Peking-2031422,fit
5,1,81,Peking-3870624,fit
5,1,2,Peking-1113498,fit
5,1,136,Peking-2207418,fit
5,1,155,Peking-1093743,fit
5,1,94,Peking-3712305,fit
5,1,64,Peking-1302449,fit
5,1,73,Peking-1139030,fit
5,1,147,Peking-7407032,fit
5,1,16,Peking-2106109,fit
5,1,119,Peking-2984158,fit
5,1,167,Peking-2377207,fit
5,1,54,Peking-2240562,fit
5,1,132,Peking-4053388,fit
5,1,178,Peking-2529026,fit
5,1,96,Peking-1132854,fit
5,1,182,Peking-4265987,fit
5,1,164,Peking-2559537,fit
