fold,repeat,subject,subject_id,split
2,1,31,NeuroIMAGE-3980079,fit
2,1,2,NeuroIMAGE-8991934,fit
2,1,4,NeuroIMAGE-2574674,fit
2,1,22,NeuroIMAGE-2074737,fit
2,1,26,NeuroIMAGE-8387093,fit
2,1,29,NeuroIMAGE-3007585,fit
2,1,18,NeuroIMAGE-1125505,fit
2,1,33,NeuroIMAGE-2756846,fit
2,1,5,NeuroIMAGE-7339173,fit
2,1,19,NeuroIMAGE-6115230,fit
2,1,15,NeuroIMAGE-3566449,fit
2,1,9,NeuroIMAGE-1312097,fit
2,1,20,NeuroIMAGE-2876903,fit
2,1,16,NeuroIMAGE-3108222,fit
2,1,38,NeuroIMAGE-1411495,fit
2,1,37,NeuroIMAGE-1538046,fit
2,1,3,NeuroIMAGE-3888614,fit
2,1,12,NeuroIMAGE-3808273,fit
2,1,0,NeuroIMAGE-1588809,inner_val
2,1,36,NeuroIMAGE-3304956,inner_val
2,1,8,NeuroIMAGE-4239636,inner_val
2,1,27,NeuroIMAGE-3322144,inner_val
2,1,6,NeuroIMAGE-2419464,inner_val
2,1,34,NeuroIMAGE-1208586,inner_val
2,1,7,NeuroIMAGE-4134561,outer_val
2,1,11,NeuroIMAGE-8409791,outer_val
2,1,13,NeuroIMAGE-9956994,outer_val
2,1,35,NeuroIMAGE-2961243,outer_val
3,1,2,NeuroIMAGE-8991934,fit
3,1,36,NeuroIMAGE-3304956,fit
3,1,25,NeuroIMAGE-2352986,fit
3,1,4,NeuroIMAGE-2574674,fit
3,1,17,NeuroIMAGE-4020830,fit
3,1,34,NeuroIMAGE-1208586,fit
3,1,7,NeuroIMAGE-4134561,fit
3,1,6,NeuroIMAGE-2419464,fit
3,1,35,NeuroIMAGE-2961243,fit
3,1,22,NeuroIMAGE-2074737,fit
3,1,1,NeuroIMAGE-7504392,fit
3,1,18,NeuroIMAGE-1125505,fit
3,1,0,NeuroIMAGE-1588809,fit
3,1,28,NeuroIMAGE-3858891,fit
3,1,11,NeuroIMAGE-8409791,fit
3,1,13,NeuroIMAGE-9956994,fit
3,1,14,NeuroIMAGE-2671604,fit
3,1,24,NeuroIMAGE-3959823,fit
3,1,32,NeuroIMAGE-3449233,fit
3,1,23,NeuroIMAGE-3941358,fit
3,1,8,NeuroIMAGE-4239636,fit
3,1,30,NeuroIMAGE-3190461,fit
3,1,37,NeuroIMAGE-1538046,fit
3,1,3,NeuroIMAGE-3888614,fit
3,1,15,NeuroIMAGE-3566449,fit
3,1,10,NeuroIMAGE-1017176,fit
3,1,26,NeuroIMAGE-8387093,fit
3,1,9,NeuroIMAGE-1312097,fit
3,1,31,NeuroIMAGE-3980079,fit
3,1,19,NeuroIMAGE-6115230,inner_val
3,1,5,NeuroIMAGE-7339173,inner_val
3,1,27,NeuroIMAGE-3322144,inner_val
3,1,33,NeuroIMAGE-2756846,inner_val
3,1,21,NeuroIMAGE-7446626,inner_val
3,1,16,NeuroIMAGE-3108222,inner_val
3,1,12,NeuroIMAGE-3808273,outer_val
3,1,20,NeuroIMAGE-2876903,outer_val
3,1,29,NeuroIMAGE-3007585,outer_val
3,1,38,NeuroIMAGE-1411495,outer_val
4,1,36,NeuroIMAGE-3304956,fit
4,1,30,NeuroIMAGE-3190461,fit
4,1,5,NeuroIMAGE-7339173,fit
4,1,29,NeuroIMAGE-3007585,fit
4,1,14,NeuroIMAGE-2671604,fit
4,1,33,NeuroIMAGE-2756846,fit
4,1,26,NeuroIMAGE-8387093,fit
4,1,1,NeuroIMAGE-7504392,fit
4,1,35,NeuroIMAGE-2961243,fit
4,1,12,NeuroIMAGE-3808273,fit
4,1,16,NeuroIMAGE-3108222,fit
4,1,2,NeuroIMAGE-8991934,fit
4,1,19,NeuroIMAGE-6115230,fit
4,1,34,NeuroIMAGE-1208586,fit
4,1,11,NeuroIMAGE-8409791,fit
4,1,17,NeuroIMAGE-4020830,fit
4,1,38,NeuroIMAGE-1411495,fit
4,1,10,NeuroIMAGE-1017176,fit
4,1,27,NeuroIMAGE-3322144,fit
4,1,7,NeuroIMAGE-4134561,fit
4,1,8,NeuroIMAGE-4239636,fit
4,1,37,NeuroIMAGE-1538046,fit
4,1,28,NeuroIMAGE-3858891,fit
4,1,15,NeuroIMAGE-3566449,fit
4,1,13,NeuroIMAGE-9956994,fit
4,1,21,NeuroIMAGE-7446626,fit
4,1,22,NeuroIMAGE-2074737,fit
4,1,24,NeuroIMAGE-3959823,fit
4,1,9,NeuroIMAGE-1312097,fit
4,1,18,NeuroIMAGE-1125505,inner_val
4,1,6,NeuroIMAGE-2419464,inner_val
4,1,0,NeuroIMAGE-1588809,inner_val
4,1,32,NeuroIMAGE-3449233,inner_val
4,1,3,NeuroIMAGE-3888614,inner_val
4,1,20,NeuroIMAGE-2876903,inner_val
4,1,4,NeuroIMAGE-2574674,outer_val
4,1,23,NeuroIMAGE-3941358,outer_val
4,1,25,NeuroIMAGE-2352986,outer_val
4,1,31,NeuroIMAGE-3980079,outer_val
5,1,4,NeuroIMAGE-2574674,fit
5,1,5,NeuroIMAGE-7339173,fit
5,1,21,NeuroIMAGE-7446626,fit
5,1,14,NeuroIMAGE-2671604,fit
5,1,37,NeuroIMAGE-1538046,fit
5,1,11,NeuroIMAGE-8409791,fit
5,1,26,NeuroIMAGE-8387093,fit
5,1,30,NeuroIMAGE-3190461,fit
5,1,23,NeuroIMAGE-3941358,fit
5,1,6,NeuroIMAGE-2419464,fit
5,1,38,NeuroIMAGE-1411495,fit
5,1,17,NeuroIMAGE-4020830,fit
5,1,9,NeuroIMAGE-1312097,fit
5,1,27,NeuroIMAGE-3322144,fit
5,1,22,NeuroIMAGE-2074737,fit
5,1,36,NeuroIMAGE-3304956,fit
5,1,25,NeuroIMAGE-2352986,fit
5,1,24,NeuroIMAGE-3959823,fit
5,1,35,NeuroIMAGE-2961243,fit
5,1,8,NeuroIMAGE-4239636,fit
5,1,28,NeuroIMAGE-3858891,fit
5,1,32,NeuroIMAGE-3449233,fit
5,1,0,NeuroIMAGE-1588809,fit
5,1,3,NeuroIMAGE-3888614,fit
5,1,20,NeuroIMAGE-2876903,fit
5,1,2,NeuroIMAGE-8991934,fit
5,1,19,NeuroIMAGE-6115230,fit
5,1,15,NeuroIMAGE-3566449,fit
5,1,29,NeuroIMAGE-3007585,fit
5,1,31,NeuroIMAGE-3980079,inner_val
5,1,34,NeuroIMAGE-1208586,inner_val
5,1,12,NeuroIMAGE-3808273,inner_val
5,1,7,NeuroIMAGE-4134561,inner_val
5,1,18,NeuroIMAGE-1125505,inner_val
5,1,13,NeuroIMAGE-9956994,inner_val
5,1,1,NeuroIMAGE-7504392,outer_val
5,1,10,NeuroIMAGE-1017176,outer_val
5,1,16,NeuroIMAGE-3108222,outer_val
5,1,33,NeuroIMAGE-2756846,outer_val
6,1,9,NeuroIMAGE-1312097,fit
6,1,13,NeuroIMAGE-9956994,fit
6,1,18,NeuroIMAGE-1125505,fit
6,1,0,NeuroIMAGE-1588809,fit
6,1,20,NeuroIMAGE-2876903,fit
6,1,27,NeuroIMAGE-3322144,fit
6,1,37,NeuroIMAGE-1538046,fit
6,1,16,NeuroIMAGE-3108222,fit
6,1,36,NeuroIMAGE-3304956,fit
6,1,34,NeuroIMAGE-1208586,fit
6,1,1,NeuroIMAGE-7504392,fit
6,1,3,NeuroIMAGE-3888614,fit
6,1,35,NeuroIMAGE-2961243,fit
6,1,32,NeuroIMAGE-3449233,fit
6,1,12,NeuroIMAGE-3808273,fit
6,1,14,NeuroIMAGE-2671604,fit
6,1,8,NeuroIMAGE-4239636,fit
6,1,25,NeuroIMAGE-2352986,fit
6,1,19,NeuroIMAGE-6115230,fit
6,1,28,NeuroIMAGE-3858891,fit
6,1,33,NeuroIMAGE-2756846,fit
6,1,4,NeuroIMAGE-2574674,fit
6,1,24,NeuroIMAGE-3959823,fit
6,1,5,NeuroIMAGE-7339173,fit
6,1,30,NeuroIMAGE-3190461,fit
6,1,7,NeuroIMAGE-4134561,fit
6,1,29,NeuroIMAGE-3007585,fit
6,1,21,NeuroIMAGE-7446626,fit
6,1,6,NeuroIMAGE-2419464,fit
6,1,10,NeuroIMAGE-1017176,inner_val
6,1,38,NeuroIMAGE-1411495,inner_val
6,1,31,NeuroIMAGE-3980079,inner_val
6,1,11,NeuroIMAGE-8409791,inner_val
6,1,23,NeuroIMAGE-3941358,inner_val
6,1,15,NeuroIMAGE-3566449,inner_val
6,1,2,NeuroIMAGE-8991934,outer_val
6,1,17,NeuroIMAGE-4020830,outer_val
6,1,22,NeuroIMAGE-2074737,outer_val
6,1,26,NeuroIMAGE-8387093,outer_val
7,1,31,NeuroIMAGE-3980079,fit
7,1,18,NeuroIMAGE-1125505,fit
7,1,21,NeuroIMAGE-7446626,fit
7,1,15,NeuroIMAGE-3566449,fit
7,1,17,NeuroIMAGE-4020830,fit
7,1,24,NeuroIMAGE-3959823,fit
7,1,14,NeuroIMAGE-2671604,fit
7,1,34,NeuroIMAGE-1208586,fit
7,1,27,NeuroIMAGE-3322144,fit
7,1,26,NeuroIMAGE-8387093,fit
7,1,28,NeuroIMAGE-3858891,fit
7,1,10,NeuroIMAGE-1017176,fit
7,1,2,NeuroIMAGE-8991934,fit
7,1,3,NeuroIMAGE-3888614,fit
7,1,11,NeuroIMAGE-8409791,fit
7,1,5,NeuroIMAGE-7339173,fit
7,1,13,NeuroIMAGE-9956994,fit
7,1,30,NeuroIMAGE-3190461,fit
7,1,9,NeuroIMAGE-1312097,fit
7,1,16,NeuroIMAGE-3108222,fit
7,1,1,NeuroIMAGE-7504392,fit
7,1,25,NeuroIMAGE-2352986,fit
7,1,4,NeuroIMAGE-2574674,fit
7,1,19,NeuroIMAGE-6115230,fit
7,1,29,NeuroIMAGE-3007585,fit
7,1,38,NeuroIMAGE-1411495,fit
7,1,37,NeuroIMAGE-1538046,fit
7,1,23,NeuroIMAGE-3941358,fit
7,1,22,NeuroIMAGE-2074737,fit
7,1,0,NeuroIMAGE-1588809,inner_val
7,1,35,NeuroIMAGE-2961243,inner_val
7,1,7,NeuroIMAGE-4134561,inner_val
7,1,12,NeuroIMAGE-3808273,inner_val
7,1,20,NeuroIMAGE-2876903,inner_val
7,1,33,NeuroIMAGE-2756846,inner_val
7,1,6,NeuroIMAGE-2419464,outer_val
7,1,8,NeuroIMAGE-4239636,outer_val
7,1,32,NeuroIMAGE-3449233,outer_val
7,1,36,NeuroIMAGE-3304956,outer_val
8,1,22,NeuroIMAGE-2074737,fit
8,1,38,NeuroIMAGE-1411495,fit
8,1,37,NeuroIMAGE-1538046,fit
8,1,20,NeuroIMAGE-2876903,fit
8,1,30,NeuroIMAGE-3190461,fit
8,1,34,NeuroIMAGE-1208586,fit
8,1,23,NeuroIMAGE-3941358,fit
8,1,12,NeuroIMAGE-3808273,fit
8,1,7,NeuroIMAGE-4134561,fit
8,1,31,NeuroIMAGE-3980079,fit
8,1,18,NeuroIMAGE-1125505,fit
8,1,29,NeuroIMAGE-3007585,fit
8,1,27,NeuroIMAGE-3322144,fit
8,1,5,NeuroIMAGE-7339173,fit
8,1,2,NeuroIMAGE-8991934,fit
8,1,35,NeuroIMAGE-2961243,fit
8,1,28,NeuroIMAGE-3858891,fit
8,1,1,NeuroIMAGE-7504392,fit
8,1,24,NeuroIMAGE-3959823,fit
8,1,0,NeuroIMAGE-1588809,fit
8,1,9,NeuroIMAGE-1312097,fit
8,1,13,NeuroIMAGE-9956994,fit
8,1,6,NeuroIMAGE-2419464,fit
8,1,16,NeuroIMAGE-3108222,fit
8,1,10,NeuroIMAGE-1017176,fit
8,1,33,NeuroIMAGE-2756846,fit
8,1,8,NeuroIMAGE-4239636,fit
8,1,4,NeuroIMAGE-2574674,fit
8,1,36,NeuroIMAGE-3304956,fit
8,1,11,NeuroIMAGE-8409791,inner_val
8,1,15,NeuroIMAGE-3566449,inner_val
8,1,32,NeuroIMAGE-3449233,inner_val
8,1,17,NeuroIMAGE-4020830,inner_val
8,1,26,NeuroIMAGE-8387093,inner_val
8,1,25,NeuroIMAGE-2352986,inner_val
8,1,3,NeuroIMAGE-3888614,outer_val
8,1,14,NeuroIMAGE-2671604,outer_val
8,1,19,NeuroIMAGE-6115230,outer_val
8,1,21,NeuroIMAGE-7446626,outer_val
9,1,11,NeuroIMAGE-8409791,fit
9,1,26,NeuroIMAGE-8387093,fit
9,1,12,NeuroIMAGE-3808273,fit
9,1,22,NeuroIMAGE-2074737,fit
9,1,5,NeuroIMAGE-7339173,fit
9,1,38,NeuroIMAGE-1411495,fit
9,1,10,NeuroIMAGE-1017176,fit
9,1,14,NeuroIMAGE-2671604,fit
9,1,33,NeuroIMAGE-2756846,fit
9,1,8,NeuroIMAGE-4239636,fit
9,1,4,NeuroIMAGE-2574674,fit
9,1,1,NeuroIMAGE-7504392,fit
9,1,7,NeuroIMAGE-4134561,fit
9,1,31,NeuroIMAGE-3980079,fit
9,1,2,NeuroIMAGE-8991934,fit
9,1,6,NeuroIMAGE-2419464,fit
9,1,21,NeuroIMAGE-7446626,fit
9,1,25,NeuroIMAGE-2352986,fit
9,1,24,NeuroIMAGE-3959823,fit
9,1,19,NeuroIMAGE-6115230,fit
9,1,35,NeuroIMAGE-2961243,fit
9,1,3,NeuroIMAGE-3888614,fit
9,1,28,NeuroIMAGE-3858891,fit
9,1,9,NeuroIMAGE-1312097,fit
9,1,13,NeuroIMAGE-9956994,fit
9,1,16,NeuroIMAGE-3108222,fit
9,1,23,NeuroIMAGE-3941358,fit
9,1,32,NeuroIMAGE-3449233,fit
9,1,36,NeuroIMAGE-3304956,fit
9,1,15,NeuroIMAGE-3566449,inner_val
9,1,20,NeuroIMAGE-2876903,inner_val
9,1,29,NeuroIMAGE-3007585,inner_val
9,1,0,NeuroIMAGE-1588809,inner_val
9,1,17,NeuroIMAGE-4020830,inner_val
9,1,30,NeuroIMAGE-3190461,inner_val
9,1,18,NeuroIMAGE-1125505,outer_val
9,1,27,NeuroIMAGE-3322144,outer_val
9,1,34,NeuroIMAGE-1208586,outer_val
9,1,37,NeuroIMAGE-1538046,outer_val
10,1,38,NeuroIMAGE-1411495,fit
10,1,16,NeuroIMAGE-3108222,fit
10,1,2,NeuroIMAGE-8991934,fit
10,1,18,NeuroIMAGE-1125505,fit
10,1,33,NeuroIMAGE-2756846,fit
10,1,1,NeuroIMAGE-7504392,fit
10,1,27,NeuroIMAGE-3322144,fit
10,1,31,NeuroIMAGE-3980079,fit
10,1,32,NeuroIMAGE-3449233,fit
10,1,17,NeuroIMAGE-4020830,fit
10,1,36,NeuroIMAGE-3304956,fit
10,1,11,NeuroIMAGE-8409791,fit
10,1,19,NeuroIMAGE-6115230,fit
10,1,37,NeuroIMAGE-1538046,fit
10,1,23,NeuroIMAGE-3941358,fit
10,1,10,NeuroIMAGE-1017176,fit
10,1,12,NeuroIMAGE-3808273,fit
10,1,5,NeuroIMAGE-7339173,fit
10,1,24,NeuroIMAGE-3959823,fit
10,1,6,NeuroIMAGE-2419464,fit
10,1,34,NeuroIMAGE-1208586,fit
10,1,8,NeuroIMAGE-4239636,fit
10,1,30,NeuroIMAGE-3190461,fit
10,1,29,NeuroIMAGE-3007585,fit
10,1,35,NeuroIMAGE-2961243,fit
10,1,22,NeuroIMAGE-2074737,fit
10,1,13,NeuroIMAGE-9956994,fit
10,1,20,NeuroIMAGE-2876903,fit
10,1,4,NeuroIMAGE-2574674,fit
10,1,25,NeuroIMAGE-2352986,fit
10,1,3,NeuroIMAGE-3888614,inner_val
10,1,26,NeuroIMAGE-8387093,inner_val
10,1,21,NeuroIMAGE-7446626,inner_val
10,1,7,NeuroIMAGE-4134561,inner_val
10,1,14,NeuroIMAGE-2671604,inner_val
10,1,0,NeuroIMAGE-1588809,inner_val
10,1,9,NeuroIMAGE-1312097,outer_val
10,1,15,NeuroIMAGE-3566449,outer_val
10,1,28,NeuroIMAGE-3858891,outer_val
11,2,14,NeuroIMAGE-2671604,fit
11,2,28,NeuroIMAGE-3858891,fit
11,2,11,NeuroIMAGE-8409791,fit
11,2,4,NeuroIMAGE-2574674,fit
11,2,10,NeuroIMAGE-1017176,fit
11,2,12,NeuroIMAGE-3808273,fit
11,2,36,NeuroIMAGE-3304956,fit
11,2,17,NeuroIMAGE-4020830,fit
11,2,31,NeuroIMAGE-3980079,fit
11,2,23,NeuroIMAGE-3941358,fit
11,2,8,NeuroIMAGE-4239636,fit
11,2,37,NeuroIMAGE-1538046,fit
11,2,3,NeuroIMAGE-3888614,fit
11,2,16,NeuroIMAGE-3108222,fit
11,2,38,NeuroIMAGE-1411495,fit
11,2,6,NeuroIMAGE-2419464,fit
11,2,30,NeuroIMAGE-3190461,fit
11,2,24,NeuroIMAGE-3959823,fit
11,2,22,NeuroIMAGE-2074737,fit
11,2,35,NeuroIMAGE-2961243,fit
11,2,20,NeuroIMAGE-2876903,fit
11,2,9,NeuroIMAGE-1312097,fit
11,2,13,NeuroIMAGE-9956994,fit
11,2,15,NeuroIMAGE-3566449,fit
11,2,29,NeuroIMAGE-3007585,fit
11,2,1,NeuroIMAGE-7504392,fit
11,2,5,NeuroIMAGE-7339173,fit
11,2,21,NeuroIMAGE-7446626,fit
11,2,7,NeuroIMAGE-4134561,fit
11,2,19,NeuroIMAGE-6115230,inner_val
11,2,25,NeuroIMAGE-2352986,inner_val
11,2,32,NeuroIMAGE-3449233,inner_val
11,2,34,NeuroIMAGE-1208586,inner_val
11,2,26,NeuroIMAGE-8387093,inner_val
11,2,2,NeuroIMAGE-8991934,inner_val
11,2,0,NeuroIMAGE-1588809,outer_val
11,2,18,NeuroIMAGE-1125505,outer_val
11,2,27,NeuroIMAGE-3322144,outer_val
11,2,33,NeuroIMAGE-2756846,outer_val
12,2,35,NeuroIMAGE-2961243,fit
12,2,33,NeuroIMAGE-2756846,fit
12,2,13,NeuroIMAGE-9956994,fit
12,2,31,NeuroIMAGE-3980079,fit
12,2,25,NeuroIMAGE-2352986,fit
12,2,18,NeuroIMAGE-1125505,fit
12,2,16,NeuroIMAGE-3108222,fit
12,2,27,NeuroIMAGE-3322144,fit
12,2,37,NeuroIMAGE-1538046,fit
12,2,22,NeuroIMAGE-2074737,fit
12,2,8,NeuroIMAGE-4239636,fit
12,2,19,NeuroIMAGE-6115230,fit
12,2,26,NeuroIMAGE-8387093,fit
12,2,14,NeuroIMAGE-2671604,fit
12,2,20,NeuroIMAGE-2876903,fit
12,2,28,NeuroIMAGE-3858891,fit
12,2,0,NeuroIMAGE-1588809,fit
12,2,32,NeuroIMAGE-3449233,fit
12,2,3,NeuroIMAGE-3888614,fit
12,2,6,NeuroIMAGE-2419464,fit
12,2,38,NeuroIMAGE-1411495,fit
12,2,5,NeuroIMAGE-7339173,fit
12,2,7,NeuroIMAGE-4134561,fit
12,2,10,NeuroIMAGE-1017176,fit
12,2,11,NeuroIMAGE-8409791,fit
12,2,30,NeuroIMAGE-3190461,fit
12,2,15,NeuroIMAGE-3566449,fit
12,2,1,NeuroIMAGE-7504392,fit
12,2,4,NeuroIMAGE-2574674,fit
12,2,24,NeuroIMAGE-3959823,inner_val
12,2,36,NeuroIMAGE-3304956,inner_val
12,2,9,NeuroIMAGE-1312097,inner_val
12,2,34,NeuroIMAGE-1208586,inner_val
12,2,21,NeuroIMAGE-7446626,inner_val
12,2,12,NeuroIMAGE-3808273,inner_val
12,2,2,NeuroIMAGE-8991934,outer_val
12,2,17,NeuroIMAGE-4020830,outer_val
12,2,23,NeuroIMAGE-3941358,outer_val
12,2,29,NeuroIMAGE-3007585,outer_val
13,2,27,NeuroIMAGE-3322144,fit
13,2,6,NeuroIMAGE-2419464,fit
13,2,12,NeuroIMAGE-3808273,fit
13,2,37,NeuroIMAGE-1538046,fit
13,2,25,NeuroIMAGE-2352986,fit
13,2,0,NeuroIMAGE-1588809,fit
13,2,5,NeuroIMAGE-7339173,fit
13,2,32,NeuroIMAGE-3449233,fit
13,2,14,NeuroIMAGE-2671604,fit
13,2,36,NeuroIMAGE-3304956,fit
13,2,11,NeuroIMAGE-8409791,fit
13,2,33,NeuroIMAGE-2756846,fit
13,2,24,NeuroIMAGE-3959823,fit
13,2,38,NeuroIMAGE-1411495,fit
13,2,22,NeuroIMAGE-2074737,fit
13,2,8,NeuroIMAGE-4239636,fit
13,2,35,NeuroIMAGE-2961243,fit
13,2,19,NeuroIMAGE-6115230,fit
13,2,18,NeuroIMAGE-1125505,fit
13,2,2,NeuroIMAGE-8991934,fit
13,2,16,NeuroIMAGE-3108222,fit
13,2,10,NeuroIMAGE-1017176,fit
13,2,3,NeuroIMAGE-3888614,fit
13,2,21,NeuroIMAGE-7446626,fit
13,2,34,NeuroIMAGE-1208586,fit
13,2,13,NeuroIMAGE-9956994,fit
13,2,23,NeuroIMAGE-3941358,fit
13,2,17,NeuroIMAGE-4020830,fit
13,2,31,NeuroIMAGE-3980079,fit
13,2,20,NeuroIMAGE-2876903,inner_val
13,2,29,NeuroIMAGE-3007585,inner_val
13,2,4,NeuroIMAGE-2574674,inner_val
13,2,1,NeuroIMAGE-7504392,inner_val
13,2,15,NeuroIMAGE-3566449,inner_val
13,2,9,NeuroIMAGE-1312097,inner_val
13,2,7,NeuroIMAGE-4134561,outer_val
13,2,26,NeuroIMAGE-8387093,outer_val
13,2,28,NeuroIMAGE-3858891,outer_val
13,2,30,NeuroIMAGE-3190461,outer_val
14,2,17,NeuroIMAGE-4020830,fit
14,2,3,NeuroIMAGE-3888614,fit
14,2,37,NeuroIMAGE-1538046,fit
14,2,22,NeuroIMAGE-2074737,fit
14,2,35,NeuroIMAGE-2961243,fit
14,2,20,NeuroIMAGE-2876903,fit
14,2,33,NeuroIMAGE-2756846,fit
14,2,14,NeuroIMAGE-2671604,fit
14,2,19,NeuroIMAGE-6115230,fit
14,2,28,NeuroIMAGE-3858891,fit
14,2,6,NeuroIMAGE-2419464,fit
14,2,0,NeuroIMAGE-1588809,fit
14,2,36,NeuroIMAGE-3304956,fit
14,2,4,NeuroIMAGE-2574674,fit
14,2,9,NeuroIMAGE-1312097,fit
14,2,29,NeuroIMAGE-3007585,fit
14,2,15,NeuroIMAGE-3566449,fit
14,2,7,NeuroIMAGE-4134561,fit
14,2,26,NeuroIMAGE-8387093,fit
14,2,30,NeuroIMAGE-3190461,fit
14,2,38,NeuroIMAGE-1411495,fit
14,2,5,NeuroIMAGE-7339173,fit
14,2,12,NeuroIMAGE-3808273,fit
14,2,18,NeuroIMAGE-1125505,fit
14,2,27,NeuroIMAGE-3322144,fit
14,2,1,NeuroIMAGE-7504392,fit
14,2,21,NeuroIMAGE-7446626,fit
14,2,32,NeuroIMAGE-3449233,fit
14,2,2,NeuroIMAGE-8991934,fit
14,2,34,NeuroIMAGE-1208586,inner_val
14,2,13,NeuroIMAGE-9956994,inner_val
14,2,11,NeuroIMAGE-8409791,inner_val
14,2,25,NeuroIMAGE-2352986,inner_val
14,2,31,NeuroIMAGE-3980079,inner_val
14,2,23,NeuroIMAGE-3941358,inner_val
14,2,8,NeuroIMAGE-4239636,outer_val
14,2,10,NeuroIMAGE-1017176,outer_val
14,2,16,NeuroIMAGE-3108222,outer_val
14,2,24,NeuroIMAGE-3959823,outer_val
15,2,32,NeuroIMAGE-3449233,fit
15,2,13,NeuroIMAGE-9956994,fit
15,2,30,NeuroIMAGE-3190461,fit
15,2,3,NeuroIMAGE-3888614,fit
15,2,8,NeuroIMAGE-4239636,fit
15,2,26,NeuroIMAGE-8387093,fit
15,2,20,NeuroIMAGE-2876903,fit
15,2,33,NeuroIMAGE-2756846,fit
15,2,15,NeuroIMAGE-3566449,fit
15,2,38,NeuroIMAGE-1411495,fit
15,2,29,NeuroIMAGE-3007585,fit
15,2,22,NeuroIMAGE-2074737,fit
15,2,10,NeuroIMAGE-1017176,fit
15,2,23,NeuroIMAGE-3941358,fit
15,2,21,NeuroIMAGE-7446626,fit
15,2,18,NeuroIMAGE-1125505,fit
15,2,17,NeuroIMAGE-4020830,fit
15,2,24,NeuroIMAGE-3959823,fit
15,2,19,NeuroIMAGE-6115230,fit
15,2,7,NeuroIMAGE-4134561,fit
15,2,37,NeuroIMAGE-1538046,fit
15,2,34,NeuroIMAGE-1208586,fit
15,2,2,NeuroIMAGE-8991934,fit
15,2,12,NeuroIMAGE-3808273,fit
15,2,14,NeuroIMAGE-2671604,fit
15,2,4,NeuroIMAGE-2574674,fit
15,2,25,NeuroIMAGE-2352986,fit
15,2,9,NeuroIMAGE-1312097,fit
15,2,5,NeuroIMAGE-7339173,fit
15,2,1,NeuroIMAGE-7504392,inner_val
15,2,28,NeuroIMAGE-3858891,inner_val
15,2,27,NeuroIMAGE-3322144,inner_val
15,2,0,NeuroIMAGE-1588809,inner_val
15,2,6,NeuroIMAGE-2419464,inner_val
15,2,16,NeuroIMAGE-3108222,inner_val
15,2,11,NeuroIMAGE-8409791,outer_val
15,2,31,NeuroIMAGE-3980079,outer_val
15,2,35,NeuroIMAGE-2961243,outer_val
15,2,36,NeuroIMAGE-3304956,outer_val
16,2,31,NeuroIMAGE-3980079,fit
16,2,6,NeuroIMAGE-2419464,fit
16,2,23,NeuroIMAGE-3941358,fit
16,2,35,NeuroIMAGE-2961243,fit
16,2,28,NeuroIMAGE-3858891,fit
16,2,26,NeuroIMAGE-8387093,fit
16,2,3,NeuroIMAGE-3888614,fit
16,2,1,NeuroIMAGE-7504392,fit
16,2,14,NeuroIMAGE-2671604,fit
